Entity,Code,Year,"Crops - Coffee, green - 656 - Yield - 5419 - hg/ha"
Taiwan,TWN,1977,0.7324
Taiwan,TWN,1978,0.6267
Taiwan,TWN,1979,0.48000000000000004
Taiwan,TWN,1980,0.68
Taiwan,TWN,1981,0.6842
Taiwan,TWN,1982,0.6923
Tanzania,TZA,1961,0.38820000000000005
Tanzania,TZA,1962,0.3889
Tanzania,TZA,1963,0.40900000000000003
Tanzania,TZA,1964,0.436
Tanzania,TZA,1965,0.49910000000000004
Tanzania,TZA,1966,0.49560000000000004
Tanzania,TZA,1967,0.4066
Tanzania,TZA,1968,0.5554
Tanzania,TZA,1969,0.4773
Tanzania,TZA,1970,0.4233
Tanzania,TZA,1971,0.47790000000000005
Tanzania,TZA,1972,0.5545
Tanzania,TZA,1973,0.5
Tanzania,TZA,1974,0.49960000000000004
Tanzania,TZA,1975,0.5023
Tanzania,TZA,1976,0.4974
Tanzania,TZA,1977,0.49720000000000003
Tanzania,TZA,1978,0.5035000000000001
Tanzania,TZA,1979,0.544
Tanzania,TZA,1980,0.4193
Tanzania,TZA,1981,0.5358
Tanzania,TZA,1982,0.4873
Tanzania,TZA,1983,0.4827
Tanzania,TZA,1984,0.5177
Tanzania,TZA,1985,0.4164
Tanzania,TZA,1986,0.4978
Tanzania,TZA,1987,0.5241
Tanzania,TZA,1988,0.4137
Tanzania,TZA,1989,0.3904
Tanzania,TZA,1990,0.401
Tanzania,TZA,1991,0.3851
Tanzania,TZA,1992,0.41500000000000004
Tanzania,TZA,1993,0.36460000000000004
Tanzania,TZA,1994,0.2846
Tanzania,TZA,1995,0.36250000000000004
Tanzania,TZA,1996,0.4199
Tanzania,TZA,1997,0.3961
Tanzania,TZA,1998,0.3776
Tanzania,TZA,1999,0.40230000000000005
Tanzania,TZA,2000,0.4157
Tanzania,TZA,2001,0.41500000000000004
Tanzania,TZA,2002,0.44110000000000005
Tanzania,TZA,2003,0.38220000000000004
Tanzania,TZA,2004,0.3622
Tanzania,TZA,2005,0.4047
Tanzania,TZA,2006,0.1515
Tanzania,TZA,2007,0.23040000000000002
Tanzania,TZA,2008,0.20520000000000002
Tanzania,TZA,2009,0.2536
Tanzania,TZA,2010,0.17900000000000002
Tanzania,TZA,2011,0.5199
Tanzania,TZA,2012,0.5199
Tanzania,TZA,2013,0.3057
Tanzania,TZA,2014,0.306
Tanzania,TZA,2015,0.19240000000000002
Tanzania,TZA,2016,0.21530000000000002
Tanzania,TZA,2017,0.2998
Tanzania,TZA,2018,0.302
Thailand,THA,1961,0.060000000000000005
Thailand,THA,1962,0.060000000000000005
Thailand,THA,1963,0.060000000000000005
Thailand,THA,1964,0.060000000000000005
Thailand,THA,1965,0.060000000000000005
Thailand,THA,1966,0.060000000000000005
Thailand,THA,1967,0.060000000000000005
Thailand,THA,1968,0.09000000000000001
Thailand,THA,1969,0.12000000000000001
Thailand,THA,1970,0.2
Thailand,THA,1971,0.28500000000000003
Thailand,THA,1972,0.4501
Thailand,THA,1973,0.5872
Thailand,THA,1974,0.7033
Thailand,THA,1975,0.8115
Thailand,THA,1976,0.7853
Thailand,THA,1977,0.7220000000000001
Thailand,THA,1978,0.6875
Thailand,THA,1979,0.625
Thailand,THA,1980,0.5307000000000001
Thailand,THA,1981,0.5705
Thailand,THA,1982,0.7686000000000001
Thailand,THA,1983,0.7244
Thailand,THA,1984,0.6885
Thailand,THA,1985,0.7603000000000001
Thailand,THA,1986,0.8856
Thailand,THA,1987,0.6651
Thailand,THA,1988,0.8616
Thailand,THA,1989,1.1784000000000001
Thailand,THA,1990,1.1851
Thailand,THA,1991,0.7043
Thailand,THA,1992,1.0758
Thailand,THA,1993,0.9717
Thailand,THA,1994,1.1181
Thailand,THA,1995,1.2104000000000001
Thailand,THA,1996,1.1568
Thailand,THA,1997,1.2356
Thailand,THA,1998,1.2063000000000001
Thailand,THA,1999,0.8434
Thailand,THA,2000,1.2011
Thailand,THA,2001,1.2434
Thailand,THA,2002,0.7604000000000001
Thailand,THA,2003,0.7652
Thailand,THA,2004,0.8708
Thailand,THA,2005,0.8578
Thailand,THA,2006,0.6815
Thailand,THA,2007,0.8192
Thailand,THA,2008,0.8111
Thailand,THA,2009,0.9634
Thailand,THA,2010,0.8511000000000001
Thailand,THA,2011,0.8206
Thailand,THA,2012,0.8465
Thailand,THA,2013,0.7871
Thailand,THA,2014,0.9089
Thailand,THA,2015,0.6485000000000001
Thailand,THA,2016,0.7304
Thailand,THA,2017,0.7587
Thailand,THA,2018,0.7556
Timor,TLS,1961,0.5
Timor,TLS,1962,0.5064000000000001
Timor,TLS,1963,0.49060000000000004
Timor,TLS,1964,0.506
Timor,TLS,1965,0.5011
Timor,TLS,1966,0.49710000000000004
Timor,TLS,1967,0.5002
Timor,TLS,1968,0.5115000000000001
Timor,TLS,1969,0.5025000000000001
Timor,TLS,1970,0.49060000000000004
Timor,TLS,1971,0.5275000000000001
Timor,TLS,1972,0.5876
Timor,TLS,1973,0.6694
Timor,TLS,1974,0.45
Timor,TLS,1975,0.45
Timor,TLS,1976,0.42860000000000004
Timor,TLS,1977,0.4722
Timor,TLS,1978,0.42500000000000004
Timor,TLS,1979,0.36360000000000003
Timor,TLS,1980,0.32
Timor,TLS,1981,0.2857
Timor,TLS,1982,0.2667
Timor,TLS,1983,0.25
Timor,TLS,1984,0.2286
Timor,TLS,1985,0.2
Timor,TLS,1986,0.1905
Timor,TLS,1987,0.1778
Timor,TLS,1988,0.16670000000000001
Timor,TLS,1989,0.16
Timor,TLS,1990,0.1628
Timor,TLS,1991,0.1552
Timor,TLS,1992,0.1398
Timor,TLS,1993,0.1447
Timor,TLS,1994,0.1636
Timor,TLS,1995,0.17120000000000002
Timor,TLS,1996,0.1962
Timor,TLS,1997,0.153
Timor,TLS,1998,0.1719
Timor,TLS,1999,0.18460000000000001
Timor,TLS,2000,0.2167
Timor,TLS,2001,0.2243
Timor,TLS,2002,0.2079
Timor,TLS,2003,0.2
Timor,TLS,2004,0.22310000000000002
Timor,TLS,2005,0.22310000000000002
Timor,TLS,2006,0.2154
Timor,TLS,2007,0.2154
Timor,TLS,2008,0.2685
Timor,TLS,2009,0.18810000000000002
Timor,TLS,2010,0.23500000000000001
Timor,TLS,2011,0.1531
Timor,TLS,2012,0.18560000000000001
Timor,TLS,2013,0.2036
Timor,TLS,2014,0.2041
Timor,TLS,2015,0.1976
Timor,TLS,2016,0.19190000000000002
Timor,TLS,2017,0.19010000000000002
Timor,TLS,2018,0.18910000000000002
Togo,TGO,1961,0.515
Togo,TGO,1962,0.5524
Togo,TGO,1963,0.5111
Togo,TGO,1964,0.5750000000000001
Togo,TGO,1965,0.54
Togo,TGO,1966,0.395
Togo,TGO,1967,0.42000000000000004
Togo,TGO,1968,0.47800000000000004
Togo,TGO,1969,0.3941
Togo,TGO,1970,0.3652
Togo,TGO,1971,0.3588
Togo,TGO,1972,0.3403
Togo,TGO,1973,0.3378
Togo,TGO,1974,0.38470000000000004
Togo,TGO,1975,0.54
Togo,TGO,1976,0.3869
Togo,TGO,1977,0.38630000000000003
Togo,TGO,1978,0.3138
Togo,TGO,1979,0.3664
Togo,TGO,1980,0.49450000000000005
Togo,TGO,1981,0.4228
Togo,TGO,1982,0.4399
Togo,TGO,1983,0.28290000000000004
Togo,TGO,1984,0.128
Togo,TGO,1985,0.4783
Togo,TGO,1986,0.3895
Togo,TGO,1987,0.6481
Togo,TGO,1988,0.6905
Togo,TGO,1989,0.5772
Togo,TGO,1990,0.6095
Togo,TGO,1991,0.6553
Togo,TGO,1992,0.1575
Togo,TGO,1993,0.3075
Togo,TGO,1994,0.2356
Togo,TGO,1995,0.2506
Togo,TGO,1996,0.3089
Togo,TGO,1997,0.3053
Togo,TGO,1998,0.3058
Togo,TGO,1999,0.3106
Togo,TGO,2000,0.3108
Togo,TGO,2001,0.3073
Togo,TGO,2002,0.3038
Togo,TGO,2003,0.275
Togo,TGO,2004,0.31
Togo,TGO,2005,0.2571
Togo,TGO,2006,0.26180000000000003
Togo,TGO,2007,0.2768
Togo,TGO,2008,0.3099
Togo,TGO,2009,0.39
Togo,TGO,2010,0.33690000000000003
Togo,TGO,2011,0.30910000000000004
Togo,TGO,2012,0.3206
Togo,TGO,2013,0.3221
Togo,TGO,2014,0.309
Togo,TGO,2015,0.3084
Togo,TGO,2016,0.3149
Togo,TGO,2017,0.3161
Togo,TGO,2018,0.3173
Tonga,TON,1983,1.25
Tonga,TON,1984,1.5
Tonga,TON,1985,1.75
Tonga,TON,1986,1.75
Tonga,TON,1987,1.75
Tonga,TON,1988,1.75
Tonga,TON,1989,1.75
Tonga,TON,1990,1.8571000000000002
Tonga,TON,1991,1.6876
Tonga,TON,1992,1.6942000000000002
Tonga,TON,1993,1.7102000000000002
Tonga,TON,1994,1.7356
Tonga,TON,1995,1.75
Tonga,TON,1996,1.7454
Tonga,TON,1997,1.7493
Tonga,TON,1998,1.7530000000000001
Tonga,TON,1999,1.7565000000000002
Tonga,TON,2000,1.7596
Tonga,TON,2001,1.7623
Tonga,TON,2002,1.7647000000000002
Tonga,TON,2003,1.7665000000000002
Tonga,TON,2004,1.7611
Tonga,TON,2005,1.7484000000000002
Tonga,TON,2006,1.8
Tonga,TON,2007,1.7124000000000001
Tonga,TON,2008,1.689
Tonga,TON,2009,1.6647
Tonga,TON,2010,1.6396000000000002
Tonga,TON,2011,1.6137000000000001
Tonga,TON,2012,1.5868
Tonga,TON,2013,1.5
Tonga,TON,2014,1.4885000000000002
Tonga,TON,2015,1.5227000000000002
Tonga,TON,2016,1.494
Tonga,TON,2017,1.4719
Tonga,TON,2018,1.4498
Trinidad and Tobago,TTO,1961,0.28850000000000003
Trinidad and Tobago,TTO,1962,0.39
Trinidad and Tobago,TTO,1963,0.36250000000000004
Trinidad and Tobago,TTO,1964,0.4181
Trinidad and Tobago,TTO,1965,0.4198
Trinidad and Tobago,TTO,1966,0.29200000000000004
Trinidad and Tobago,TTO,1967,0.31170000000000003
Trinidad and Tobago,TTO,1968,0.4586
Trinidad and Tobago,TTO,1969,0.3191
Trinidad and Tobago,TTO,1970,0.23020000000000002
Trinidad and Tobago,TTO,1971,0.3894
Trinidad and Tobago,TTO,1972,0.33
Trinidad and Tobago,TTO,1973,0.2717
Trinidad and Tobago,TTO,1974,0.194
Trinidad and Tobago,TTO,1975,0.40240000000000004
Trinidad and Tobago,TTO,1976,0.2671
Trinidad and Tobago,TTO,1977,0.2918
Trinidad and Tobago,TTO,1978,0.25
Trinidad and Tobago,TTO,1979,0.2497
Trinidad and Tobago,TTO,1980,0.224
Trinidad and Tobago,TTO,1981,0.24330000000000002
Trinidad and Tobago,TTO,1982,0.1927
Trinidad and Tobago,TTO,1983,0.19840000000000002
Trinidad and Tobago,TTO,1984,0.1704
Trinidad and Tobago,TTO,1985,0.2379
Trinidad and Tobago,TTO,1986,0.1668
Trinidad and Tobago,TTO,1987,0.2303
Trinidad and Tobago,TTO,1988,0.097
Trinidad and Tobago,TTO,1989,0.201
Trinidad and Tobago,TTO,1990,0.216
Trinidad and Tobago,TTO,1991,0.15230000000000002
Trinidad and Tobago,TTO,1992,0.1414
Trinidad and Tobago,TTO,1993,0.1457
Trinidad and Tobago,TTO,1994,0.1562
Trinidad and Tobago,TTO,1995,0.1385
Trinidad and Tobago,TTO,1996,0.1408
Trinidad and Tobago,TTO,1997,0.1574
Trinidad and Tobago,TTO,1998,0.1311
Trinidad and Tobago,TTO,1999,0.1476
Trinidad and Tobago,TTO,2000,0.158
Trinidad and Tobago,TTO,2001,0.16240000000000002
Trinidad and Tobago,TTO,2002,0.1544
Trinidad and Tobago,TTO,2003,0.1491
Trinidad and Tobago,TTO,2004,0.14930000000000002
Trinidad and Tobago,TTO,2005,0.15
Trinidad and Tobago,TTO,2006,0.14930000000000002
Trinidad and Tobago,TTO,2007,0.1486
Trinidad and Tobago,TTO,2008,0.1479
Trinidad and Tobago,TTO,2009,0.1472
Trinidad and Tobago,TTO,2010,0.14650000000000002
Trinidad and Tobago,TTO,2011,0.1458
Trinidad and Tobago,TTO,2012,0.1451
Trinidad and Tobago,TTO,2013,0.1444
Trinidad and Tobago,TTO,2014,0.1437
Trinidad and Tobago,TTO,2015,0.1451
Trinidad and Tobago,TTO,2016,0.1456
Trinidad and Tobago,TTO,2017,0.1453
Trinidad and Tobago,TTO,2018,0.1451
Uganda,UGA,1961,0.3839
Uganda,UGA,1962,0.4676
Uganda,UGA,1963,0.6197
Uganda,UGA,1964,0.6603
Uganda,UGA,1965,0.5186000000000001
Uganda,UGA,1966,0.459
Uganda,UGA,1967,0.49520000000000003
Uganda,UGA,1968,0.5269
Uganda,UGA,1969,0.8791
Uganda,UGA,1970,0.8201
Uganda,UGA,1971,0.6826
Uganda,UGA,1972,0.7162000000000001
Uganda,UGA,1973,0.7593000000000001
Uganda,UGA,1974,0.8952
Uganda,UGA,1975,0.8916000000000001
Uganda,UGA,1976,0.6123000000000001
Uganda,UGA,1977,0.6966
Uganda,UGA,1978,0.5439
Uganda,UGA,1979,0.45980000000000004
Uganda,UGA,1980,0.6036
Uganda,UGA,1981,0.4353
Uganda,UGA,1982,0.7226
Uganda,UGA,1983,0.6617000000000001
Uganda,UGA,1984,0.6517000000000001
Uganda,UGA,1985,0.6414000000000001
Uganda,UGA,1986,0.7115
Uganda,UGA,1987,0.7435
Uganda,UGA,1988,0.6727000000000001
Uganda,UGA,1989,0.7115
Uganda,UGA,1990,0.4768
Uganda,UGA,1991,0.5458000000000001
Uganda,UGA,1992,0.4244
Uganda,UGA,1993,0.5455
Uganda,UGA,1994,0.7543000000000001
Uganda,UGA,1995,0.6900000000000001
Uganda,UGA,1996,1.0283
Uganda,UGA,1997,0.8074
Uganda,UGA,1998,0.7738
Uganda,UGA,1999,0.9159
Uganda,UGA,2000,0.4767
Uganda,UGA,2001,0.7478
Uganda,UGA,2002,0.9634
Uganda,UGA,2003,0.5715
Uganda,UGA,2004,0.6442
Uganda,UGA,2005,0.6011000000000001
Uganda,UGA,2006,0.606
Uganda,UGA,2007,0.6152000000000001
Uganda,UGA,2008,0.6137
Uganda,UGA,2009,0.6121
Uganda,UGA,2010,0.6125
Uganda,UGA,2011,0.6035
Uganda,UGA,2012,0.5873
Uganda,UGA,2013,0.5756
Uganda,UGA,2014,0.5685
Uganda,UGA,2015,0.5
Uganda,UGA,2016,0.5363
Uganda,UGA,2017,0.5524
Uganda,UGA,2018,0.5353
United States,USA,1961,1.55
United States,USA,1962,2.45
United States,USA,1963,1.2
United States,USA,1964,2.2814
United States,USA,1965,1.7698
United States,USA,1966,1.9492
United States,USA,1967,1.3941000000000001
United States,USA,1968,1.5969
United States,USA,1969,1.276
United States,USA,1970,1.4273
United States,USA,1971,1.0947
United States,USA,1972,1.3605
United States,USA,1973,1.0899
United States,USA,1974,0.5524
United States,USA,1975,0.8344
United States,USA,1976,0.9518000000000001
United States,USA,1977,1.0173
United States,USA,1978,0.7932
United States,USA,1979,1.0877000000000001
United States,USA,1980,0.7565000000000001
United States,USA,1981,1.1623
United States,USA,1982,0.4675
United States,USA,1983,1.3918000000000001
United States,USA,1984,0.9203
United States,USA,1985,0.9725
United States,USA,1986,1.3432000000000002
United States,USA,1987,0.7682
United States,USA,1988,0.8146
United States,USA,1989,1.2473
United States,USA,1990,1.0474
United States,USA,1991,1.0474
United States,USA,1992,0.5377000000000001
United States,USA,1993,0.6212
United States,USA,1994,0.8764000000000001
United States,USA,1995,0.895
United States,USA,1996,1.0841
United States,USA,1997,1.4361000000000002
United States,USA,1998,1.3968
United States,USA,1999,1.4015
United States,USA,2000,1.4353
United States,USA,2001,1.4235
United States,USA,2002,1.4226
United States,USA,2003,1.5732000000000002
United States,USA,2004,1.0822
United States,USA,2005,1.5063
United States,USA,2006,1.2984
United States,USA,2007,1.3127
United States,USA,2008,1.5490000000000002
United States,USA,2009,1.5490000000000002
United States,USA,2010,1.5647
United States,USA,2011,1.3518000000000001
United States,USA,2012,1.2859
United States,USA,2013,0.9569000000000001
United States,USA,2014,0.9068
United States,USA,2015,0.8566
United States,USA,2016,0.6926
United States,USA,2017,0.756
United States,USA,2018,0.7646000000000001
Vanuatu,VUT,1961,0.48000000000000004
Vanuatu,VUT,1962,0.5
Vanuatu,VUT,1963,0.5
Vanuatu,VUT,1964,0.5
Vanuatu,VUT,1965,0.5
Vanuatu,VUT,1966,0.5
Vanuatu,VUT,1967,0.5
Vanuatu,VUT,1968,0.48000000000000004
Vanuatu,VUT,1969,0.5625
Vanuatu,VUT,1970,0.4615
Vanuatu,VUT,1971,0.48000000000000004
Vanuatu,VUT,1972,0.5
Vanuatu,VUT,1973,0.5
Vanuatu,VUT,1974,0.5217
Vanuatu,VUT,1975,0.2609
Vanuatu,VUT,1976,0.2727
Vanuatu,VUT,1977,0.2727
Vanuatu,VUT,1978,0.2727
Vanuatu,VUT,1979,0.2667
Vanuatu,VUT,1980,0.2727
Vanuatu,VUT,1981,0.24400000000000002
Vanuatu,VUT,1982,0.10500000000000001
Vanuatu,VUT,1983,0.152
Vanuatu,VUT,1984,0.18330000000000002
Vanuatu,VUT,1985,0.6019
Vanuatu,VUT,1986,0.456
Vanuatu,VUT,1987,0.453
Vanuatu,VUT,1988,0.4545
Vanuatu,VUT,1989,0.4545
Vanuatu,VUT,1990,0.6
Vanuatu,VUT,1991,0.7636000000000001
Vanuatu,VUT,1992,0.75
Vanuatu,VUT,1993,0.7260000000000001
Vanuatu,VUT,1994,0.7329
Vanuatu,VUT,1995,0.7375
Vanuatu,VUT,1996,0.8
Vanuatu,VUT,1997,0.7539
Vanuatu,VUT,1998,0.8333
Vanuatu,VUT,1999,0.7448
Vanuatu,VUT,2000,0.75
Vanuatu,VUT,2001,0.6
Vanuatu,VUT,2002,0.6425000000000001
Vanuatu,VUT,2003,0.6342
Vanuatu,VUT,2004,0.6285000000000001
Vanuatu,VUT,2005,0.56
Vanuatu,VUT,2006,0.621
Vanuatu,VUT,2007,0.6227
Vanuatu,VUT,2008,0.6
Vanuatu,VUT,2009,0.6152000000000001
Vanuatu,VUT,2010,0.6
Vanuatu,VUT,2011,0.6154000000000001
Vanuatu,VUT,2012,0.6178
Vanuatu,VUT,2013,0.6364000000000001
Vanuatu,VUT,2014,0.6186
Vanuatu,VUT,2015,0.6122000000000001
Vanuatu,VUT,2016,0.6154000000000001
Vanuatu,VUT,2017,0.6138
Vanuatu,VUT,2018,0.6123000000000001
Venezuela,VEN,1961,0.1678
Venezuela,VEN,1962,0.1595
Venezuela,VEN,1963,0.17850000000000002
Venezuela,VEN,1964,0.19290000000000002
Venezuela,VEN,1965,0.16
Venezuela,VEN,1966,0.2013
Venezuela,VEN,1967,0.20400000000000001
Venezuela,VEN,1968,0.1588
Venezuela,VEN,1969,0.2129
Venezuela,VEN,1970,0.2111
Venezuela,VEN,1971,0.2026
Venezuela,VEN,1972,0.1461
Venezuela,VEN,1973,0.24200000000000002
Venezuela,VEN,1974,0.16840000000000002
Venezuela,VEN,1975,0.2346
Venezuela,VEN,1976,0.15410000000000001
Venezuela,VEN,1977,0.22340000000000002
Venezuela,VEN,1978,0.22190000000000001
Venezuela,VEN,1979,0.2104
Venezuela,VEN,1980,0.22560000000000002
Venezuela,VEN,1981,0.2286
Venezuela,VEN,1982,0.22890000000000002
Venezuela,VEN,1983,0.23120000000000002
Venezuela,VEN,1984,0.2374
Venezuela,VEN,1985,0.23900000000000002
Venezuela,VEN,1986,0.2581
Venezuela,VEN,1987,0.262
Venezuela,VEN,1988,0.26
Venezuela,VEN,1989,0.264
Venezuela,VEN,1990,0.271
Venezuela,VEN,1991,0.2487
Venezuela,VEN,1992,0.256
Venezuela,VEN,1993,0.26580000000000004
Venezuela,VEN,1994,0.263
Venezuela,VEN,1995,0.3629
Venezuela,VEN,1996,0.39780000000000004
Venezuela,VEN,1997,0.3512
Venezuela,VEN,1998,0.332
Venezuela,VEN,1999,0.36250000000000004
Venezuela,VEN,2000,0.3458
Venezuela,VEN,2001,0.39280000000000004
Venezuela,VEN,2002,0.3548
Venezuela,VEN,2003,0.3161
Venezuela,VEN,2004,0.3442
Venezuela,VEN,2005,0.3133
Venezuela,VEN,2006,0.3929
Venezuela,VEN,2007,0.381
Venezuela,VEN,2008,0.38630000000000003
Venezuela,VEN,2009,0.3416
Venezuela,VEN,2010,0.3764
Venezuela,VEN,2011,0.3705
Venezuela,VEN,2012,0.35660000000000003
Venezuela,VEN,2013,0.3638
Venezuela,VEN,2014,0.3299
Venezuela,VEN,2015,0.323
Venezuela,VEN,2016,0.3289
Venezuela,VEN,2017,0.3456
Venezuela,VEN,2018,0.35500000000000004
Vietnam,VNM,1961,0.19340000000000002
Vietnam,VNM,1962,0.1647
Vietnam,VNM,1963,0.18000000000000002
Vietnam,VNM,1964,0.22
Vietnam,VNM,1965,0.3289
Vietnam,VNM,1966,0.2838
Vietnam,VNM,1967,0.3043
Vietnam,VNM,1968,0.33330000000000004
Vietnam,VNM,1969,0.3824
Vietnam,VNM,1970,0.3925
Vietnam,VNM,1971,0.3421
Vietnam,VNM,1972,0.4375
Vietnam,VNM,1973,0.44
Vietnam,VNM,1974,0.5
Vietnam,VNM,1975,0.5965
Vietnam,VNM,1976,0.6258
Vietnam,VNM,1977,0.7943
Vietnam,VNM,1978,0.6642
Vietnam,VNM,1979,0.542
Vietnam,VNM,1980,0.913
Vietnam,VNM,1981,0.5603
Vietnam,VNM,1982,0.48360000000000003
Vietnam,VNM,1983,0.47540000000000004
Vietnam,VNM,1984,0.4057
Vietnam,VNM,1985,0.8748
Vietnam,VNM,1986,1.3089
Vietnam,VNM,1987,1.1752
Vietnam,VNM,1988,1.3003
Vietnam,VNM,1989,0.9446
Vietnam,VNM,1990,1.4873
Vietnam,VNM,1991,1.3661
Vietnam,VNM,1992,1.4572
Vietnam,VNM,1993,1.6577000000000002
Vietnam,VNM,1994,1.8018
Vietnam,VNM,1995,1.9106
Vietnam,VNM,1996,2.0324
Vietnam,VNM,1997,2.4111000000000002
Vietnam,VNM,1998,1.8749
Vietnam,VNM,1999,2.0504000000000002
Vietnam,VNM,2000,1.6827
Vietnam,VNM,2001,1.7753
Vietnam,VNM,2002,1.4203000000000001
Vietnam,VNM,2003,1.6518000000000002
Vietnam,VNM,2004,1.9073
Vietnam,VNM,2005,1.7184000000000001
Vietnam,VNM,2006,2.0391
Vietnam,VNM,2007,2.5588
Vietnam,VNM,2008,2.1108000000000002
Vietnam,VNM,2009,2.0851
Vietnam,VNM,2010,2.16
Vietnam,VNM,2011,2.3471
Vietnam,VNM,2012,2.2013000000000003
Vietnam,VNM,2013,2.282
Vietnam,VNM,2014,2.3877
Vietnam,VNM,2015,2.4469000000000003
Vietnam,VNM,2016,2.4445
Vietnam,VNM,2017,2.5487
Vietnam,VNM,2018,2.6117
Western Africa,,1961,0.44930000000000003
Western Africa,,1962,0.24280000000000002
Western Africa,,1963,0.3793
Western Africa,,1964,0.4645
Western Africa,,1965,0.3508
Western Africa,,1966,0.44470000000000004
Western Africa,,1967,0.22340000000000002
Western Africa,,1968,0.42750000000000005
Western Africa,,1969,0.33230000000000004
Western Africa,,1970,0.4157
Western Africa,,1971,0.3588
Western Africa,,1972,0.3839
Western Africa,,1973,0.40800000000000003
Western Africa,,1974,0.24070000000000003
Western Africa,,1975,0.3221
Western Africa,,1976,0.3412
Western Africa,,1977,0.3299
Western Africa,,1978,0.219
Western Africa,,1979,0.2909
Western Africa,,1980,0.263
Western Africa,,1981,0.3478
Western Africa,,1982,0.24180000000000001
Western Africa,,1983,0.2521
Western Africa,,1984,0.1165
Western Africa,,1985,0.2867
Western Africa,,1986,0.26380000000000003
Western Africa,,1987,0.26780000000000004
Western Africa,,1988,0.1998
Western Africa,,1989,0.25570000000000004
Western Africa,,1990,0.24960000000000002
Western Africa,,1991,0.25270000000000004
Western Africa,,1992,0.34900000000000003
Western Africa,,1993,0.22890000000000002
Western Africa,,1994,0.2856
Western Africa,,1995,0.253
Western Africa,,1996,0.25930000000000003
Western Africa,,1997,0.3687
Western Africa,,1998,0.3719
Western Africa,,1999,0.38520000000000004
Western Africa,,2000,0.458
Western Africa,,2001,0.49000000000000005
Western Africa,,2002,0.4178
Western Africa,,2003,0.37510000000000004
Western Africa,,2004,0.24780000000000002
Western Africa,,2005,0.34600000000000003
Western Africa,,2006,0.2897
Western Africa,,2007,0.2632
Western Africa,,2008,0.30860000000000004
Western Africa,,2009,0.2844
Western Africa,,2010,0.2953
Western Africa,,2011,0.37470000000000003
Western Africa,,2012,0.22870000000000001
Western Africa,,2013,0.22010000000000002
Western Africa,,2014,0.2049
Western Africa,,2015,0.20600000000000002
Western Africa,,2016,0.2222
Western Africa,,2017,0.3108
Western Africa,,2018,0.2341
Western Asia,,1961,0.4464
Western Asia,,1962,0.4461
Western Asia,,1963,0.4484
Western Asia,,1964,0.4549
Western Asia,,1965,0.44820000000000004
Western Asia,,1966,0.44680000000000003
Western Asia,,1967,0.45520000000000005
Western Asia,,1968,0.45520000000000005
Western Asia,,1969,0.44880000000000003
Western Asia,,1970,0.451
Western Asia,,1971,0.452
Western Asia,,1972,0.44010000000000005
Western Asia,,1973,0.4475
Western Asia,,1974,0.4504
Western Asia,,1975,0.44720000000000004
Western Asia,,1976,0.5072
Western Asia,,1977,0.5738
Western Asia,,1978,0.5772
Western Asia,,1979,0.544
Western Asia,,1980,0.5443
Western Asia,,1981,0.5491
Western Asia,,1982,0.5439
Western Asia,,1983,0.5222
Western Asia,,1984,0.31220000000000003
Western Asia,,1985,0.29400000000000004
Western Asia,,1986,0.2953
Western Asia,,1987,0.2844
Western Asia,,1988,0.3326
Western Asia,,1989,0.30660000000000004
Western Asia,,1990,0.2988
Western Asia,,1991,0.23600000000000002
Western Asia,,1992,0.3473
Western Asia,,1993,0.3552
Western Asia,,1994,0.33690000000000003
Western Asia,,1995,0.32880000000000004
Western Asia,,1996,0.3628
Western Asia,,1997,0.3266
Western Asia,,1998,0.3522
Western Asia,,1999,0.3405
Western Asia,,2000,0.3398
Western Asia,,2001,0.3539
Western Asia,,2002,0.3428
Western Asia,,2003,0.3448
Western Asia,,2004,0.3619
Western Asia,,2005,0.3932
Western Asia,,2006,0.536
Western Asia,,2007,0.5468000000000001
Western Asia,,2008,0.5479
Western Asia,,2009,0.5486
Western Asia,,2010,0.5481
Western Asia,,2011,0.5533
Western Asia,,2012,0.5667
Western Asia,,2013,0.5700000000000001
Western Asia,,2014,0.5789000000000001
Western Asia,,2015,0.5671
Western Asia,,2016,0.5584
Western Asia,,2017,0.5595
Western Asia,,2018,0.5692
World,OWID_WRL,1961,0.464
World,OWID_WRL,1962,0.44320000000000004
World,OWID_WRL,1963,0.4016
World,OWID_WRL,1964,0.3841
World,OWID_WRL,1965,0.5095000000000001
World,OWID_WRL,1966,0.42560000000000003
World,OWID_WRL,1967,0.4606
World,OWID_WRL,1968,0.43360000000000004
World,OWID_WRL,1969,0.4751
World,OWID_WRL,1970,0.4333
World,OWID_WRL,1971,0.5141
World,OWID_WRL,1972,0.5111
World,OWID_WRL,1973,0.47150000000000003
World,OWID_WRL,1974,0.5315
World,OWID_WRL,1975,0.5116
World,OWID_WRL,1976,0.44430000000000003
World,OWID_WRL,1977,0.48950000000000005
World,OWID_WRL,1978,0.5025000000000001
World,OWID_WRL,1979,0.5082
World,OWID_WRL,1980,0.48050000000000004
World,OWID_WRL,1981,0.5848
World,OWID_WRL,1982,0.5032
World,OWID_WRL,1983,0.5503
World,OWID_WRL,1984,0.5137
World,OWID_WRL,1985,0.5627
World,OWID_WRL,1986,0.49810000000000004
World,OWID_WRL,1987,0.5945
World,OWID_WRL,1988,0.5115000000000001
World,OWID_WRL,1989,0.5307000000000001
World,OWID_WRL,1990,0.5434
